2024-03-16 18:27:47,192 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:27:52,195 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:27:56,804 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: stop_status
2024-03-16 18:27:56,805 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-16 18:27:56,808 DEBUG   SenderThread:315281 [sender.py:send_request():405] send_request: stop_status
2024-03-16 18:27:57,224 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:02,227 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:07,229 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:09,025 DEBUG   SenderThread:315281 [sender.py:send():378] send: stats
2024-03-16 18:28:11,800 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: stop_status
2024-03-16 18:28:11,802 DEBUG   SenderThread:315281 [sender.py:send_request():405] send_request: stop_status
2024-03-16 18:28:11,845 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-16 18:28:13,177 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:18,178 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:23,180 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:26,797 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: stop_status
2024-03-16 18:28:26,798 DEBUG   SenderThread:315281 [sender.py:send_request():405] send_request: stop_status
2024-03-16 18:28:26,840 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-16 18:28:28,226 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:33,229 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:38,230 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:39,029 DEBUG   SenderThread:315281 [sender.py:send():378] send: stats
2024-03-16 18:28:41,804 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: stop_status
2024-03-16 18:28:41,806 DEBUG   SenderThread:315281 [sender.py:send_request():405] send_request: stop_status
2024-03-16 18:28:41,844 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-16 18:28:44,176 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:49,180 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:54,182 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:28:56,797 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: stop_status
2024-03-16 18:28:56,798 DEBUG   SenderThread:315281 [sender.py:send_request():405] send_request: stop_status
2024-03-16 18:28:56,839 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-16 18:28:59,234 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:29:04,236 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:29:09,032 DEBUG   SenderThread:315281 [sender.py:send():378] send: stats
2024-03-16 18:29:10,035 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
2024-03-16 18:29:11,799 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: stop_status
2024-03-16 18:29:11,801 DEBUG   SenderThread:315281 [sender.py:send_request():405] send_request: stop_status
2024-03-16 18:29:11,840 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-16 18:29:15,283 DEBUG   HandlerThread:315281 [handler.py:handle_request():146] handle_request: status_report
